,Boat Type,Manufacturer,Type,Year Built,Price (EUR),Length,Width,Material,Number of views last 7 days,Location
7852,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,51500,6.4,2.46,GRP,155,Germany
7854,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,51500,7.99,2.94,PVC,115,France
7855,Sport Boat,Skibsplast power boats,"Used boat,Unleaded",2008,55555,6.85,2.49,GRP,370,Switzerland
7857,Bowrider,Finnmaster power boats,"new boat from stock,Unleaded",2020,51290,6.39,2.29,GRP,129,Germany
7858,Pilothouse,Proficiat power boats,"Used boat,Diesel",1985,55000,9.5,2.97,Steel,261,Switzerland
7860,Deck Boat,Parker power boats,"new boat from stock,Unleaded",2020,51175,6.45,2.45,GRP,164,Switzerland
7861,Pilothouse,Parker power boats,new boat from stock,2018,51015,7.46,2.55,GRP,166,Germany
7862,Sport Boat,Sea Ray power boats,new boat from stock,2019,51000,5.94,2.54,,106,Germany
7863,Motor Yacht,Ocqueteau power boats,"Used boat,Diesel",2004,51000,9.0,3.4,PVC,126,France
7864,Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,50900,6.55,2.48,GRP,113,Germany
7865,Bowrider,Glastron power boats,"Display Model,Unleaded",2020,55000,6.2,2.54,GRP,329,Switzerland
7866,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2014,55000,6.1,2.59,,578,Switzerland
7868,Bowrider,Formula power boats,"Used boat,Unleaded",2007,54900,8.99,2.8,GRP,257,Switzerland
7870,Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,54900,6.6,2.49,GRP,130,Switzerland
7871,"Classic,Runabout",,"Used boat,Unleaded",1974,54800,5.1,2.0,GRP,295,Switzerland
7873,Sport Boat,,Used boat,2004,50000,10.31,3.2,GRP,102,Italy
7876,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2009,50000,7.32,2.59,GRP,110,Croatia
7877,"Classic,Runabout",Boesch power boats,Used boat,1986,50000,5.9,2.0,Wood,142,Croatia
7878,Trawler,SAS-Vektor power boats,"Used boat,Diesel",2005,50000,10.8,3.45,GRP,104,Croatia
7879,Center console boat,Thunderbird power boats,Used boat,2007,50000,7.9,2.5,PVC,108,France
7881,Pilothouse,Rhea power boats,"Used boat,Diesel",2007,50000,8.85,2.8,GRP,138,Italy
7882,Sport Boat,Klase A power boats,"Used boat,Diesel",2004,50000,9.5,3.0,GRP,141,Spain
7883,Working Boat,,"Used boat,Diesel",1971,50000,38.7,9.5,Steel,477,Italy
7886,Flybridge,Fairline power boats,"Used boat,Diesel",1981,50000,13.3,3.9,PVC,130,France
7888,Sport Boat,,"Used boat,Unleaded",2004,50000,8.38,2.9,GRP,101,Italy
7889,Motor Yacht,Hilter power boats,"Used boat,Unleaded",2012,50000,8.4,2.5,GRP,158,Germany
7890,Center console boat,Capelli power boats,Used boat,2011,50000,8.15,2.75,PVC,107,France
7891,Flybridge,Raffaelli power boats,Used boat,1986,50000,10.95,3.87,,108,Italy
7892,Sport Boat,,"Used boat,Diesel",1995,50000,11.43,3.66,GRP,176,Italy
7895,Flybridge,,"Used boat,Diesel",1979,50000,13.63,4.47,GRP,183,Italy
7896,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,50000,8.12,2.59,,128,Spain
7897,House Boat,,"Used boat,Diesel",1980,50000,12.0,3.4,Steel,314,France
7900,Classic,,"Used boat,Electric",2001,50000,8.75,2.35,Aluminium,256,Germany
7901,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,50000,9.79,3.26,GRP,479,Italy
7902,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,50000,10.4,3.11,PVC,172,France
7903,Passenger boat,,"Used boat,Diesel",2003,50000,9.16,2.23,GRP,152,Italy
7904,Sport Boat,Buster power boats,new boat on order,2020,53990,7.2,2.5,Aluminium,107,Switzerland
7907,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1992,49900,8.75,3.0,,244,Germany
7908,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1989,49900,10.7,3.4,GRP,151,Germany
7910,Sport Boat,Marinello power boats,"Display Model,Unleaded",2016,49900,6.8,2.49,GRP,221,Germany
7913,Sport Boat,Nordkapp power boats,"Used boat,Unleaded",2016,49900,7.05,2.3,,154,Germany
7914,Trawler,,Used boat,1980,49900,12.9,3.75,Steel,132,Netherlands
7915,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,49900,9.79,3.26,GRP,258,Germany
7916,Trawler,Pedro power boats,Used boat,1988,49900,10.0,3.3,Steel,109,Netherlands
7917,Pilothouse,Parker power boats,"Used boat,Unleaded",2017,49900,6.45,2.45,GRP,111,Germany
7919,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2003,49900,7.45,2.85,GRP,153,Germany
7922,Pontoon Boat,ManÃ² power boats,"Used boat,Unleaded",2009,49900,8.95,3.0,GRP,108,Italy
7924,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,49900,6.55,2.54,GRP,129,Germany
7926,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2008,49900,7.23,2.59,PVC,178,France
7928,Sport Boat,Hilter power boats,"Display Model,Unleaded",2019,49900,6.6,2.3,GRP,138,Germany
7929,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2010,49900,8.95,2.99,,145,France
7930,Motor Yacht,Monterey power boats,"Used boat,Unleaded",2006,49900,9.0,2.59,GRP,301,Heilbronn
7931,"Motor Yacht,Trawler",,"Used boat,Diesel",1987,49900,10.5,3.5,Steel,216,Netherlands
7932,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,49900,5.94,2.54,GRP,139,Germany
7933,Sport Boat,Colombo power boats,"Used boat,Unleaded",1987,49900,8.08,2.58,Plastic,247,Italy
7934,"Cabin Boat,Fishing Boat,Pilothouse",Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,49900,6.55,2.54,GRP,214,Germany
7939,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,49500,8.0,2.0,GRP,271,Croatia
7940,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,49500,8.95,2.98,GRP,214,Croatia
7942,Flybridge,Princess power boats,Used boat,1988,49500,10.74,3.68,GRP,149,Croatia
7944,Motor Yacht,Sessa power boats,"Used boat,Diesel",1999,49500,10.9,3.53,,233,Italy
7948,Trawler,,"Used boat,Diesel",1993,49500,12.0,3.85,Steel,177,Netherlands
7949,House Boat,,"Used boat,Diesel",1949,49500,17.7,4.0,Steel,207,Netherlands
7951,Trawler,,"Used boat,Diesel",1978,49500,13.69,3.78,Steel,135,Netherlands
7954,Trawler,,Used boat,1974,49500,15.3,4.0,Steel,151,Netherlands
7957,Cabin Boat,Monterey power boats,"Used boat,Unleaded",2005,49500,9.79,3.15,GRP,153,Portugal
7960,Cabin Boat,Argo power boats,"Used boat,Diesel",1977,49500,11.0,3.2,Steel,107,Germany
7961,Motor Yacht,,"Used boat,Diesel",1930,49500,13.95,3.95,Steel,142,Netherlands
7962,Motor Yacht,Marex power boats,Used boat,2004,49500,8.95,2.8,GRP,349,Germany
7964,Trawler,Pedro power boats,"Used boat,Diesel",1994,49500,9.6,3.2,Steel,113,Netherlands
7966,Passenger boat,,Used boat,1930,49500,15.5,3.5,Steel,114,Netherlands
7969,Sport Boat,NUVA Yachts power boats,"Display Model,Unleaded",2019,49099,5.99,2.49,,101,Germany
7970,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,53060,6.23,2.4,GRP,272,Switzerland
7971,Center console boat,Marinello power boats,"new boat from stock,Unleaded",2020,53000,6.8,2.49,GRP,256,Switzerland
7977,Sport Boat,Albatro power boats,"Used boat,Unleaded",2015,49000,8.2,2.45,,131,Italy
7978,Trawler,Menorquin power boats,"Used boat,Diesel",1998,49000,9.75,3.18,GRP,123,Portugal
7979,Pilothouse,AluForce power boats,new boat from stock,2020,49000,7.4,2.45,Aluminium,164,Germany
7980,Sport Boat,Moschini power boats,"Used boat,Diesel",1981,49000,11.95,3.87,,124,Italy
7983,Motor Yacht,Akerboom power boats,"Used boat,Diesel",1972,49000,13.3,3.65,Steel,106,Netherlands
7984,Flybridge,Sealine power boats,"Used boat,Diesel",1994,49000,10.0,3.0,GRP,190,Croatia
7990,Motor Yacht,Edership power boats,"Used boat,Diesel",1981,49000,11.53,4.02,GRP,110,Germany
7992,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,49000,9.29,2.98,GRP,108,Italy
7995,Sport Boat,Airon Marine power boats,"Used boat,Diesel",2003,49000,9.78,3.1,PVC,149,France
7996,Sport Boat,Regal power boats,"Used boat,Unleaded",2014,49000,6.7,2.5,Wood,133,France
7999,Classic,Colombo power boats,"Used boat,Unleaded",2009,49000,8.2,2.5,Plastic,235,Netherlands
8000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,49000,6.5,2.5,GRP,224,Germany
8001,Bowrider,Glastron power boats,new boat from stock,2019,52900,6.2,2.54,GRP,143,Switzerland
8002,Bowrider,Tahoe power boats,"new boat on order,Unleaded",2020,52900,6.05,2.38,GRP,194,Switzerland
8006,Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,48900,8.94,2.82,GRP,167,Italy
8008,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,48900,5.94,2.54,GRP,109,Germany
8009,Sport Boat,Sea Ray power boats,new boat from stock,2019,48900,6.55,2.54,,130,Germany
8017,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2010,48500,8.15,2.59,GRP,157,Croatia
8019,Motor Yacht,Fjord power boats,"Used boat,Unleaded",1998,52000,9.0,3.16,GRP,204,Switzerland
8020,Cabin Boat,Draco power boats,"Used boat,Unleaded",1989,52000,9.0,3.12,Carbon Fiber,380,Switzerland
8021,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,52240,6.81,2.36,GRP,144,Switzerland
8024,Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019,52000,6.4,2.34,GRP,114,Switzerland
8026,Sport Boat,AMT power boats,new boat from stock,2018,51900,6.08,2.35,GRP,195,Switzerland
8027,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1999,48000,9.41,2.99,PVC,184,France
8028,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,48000,8.69,3.2,GRP,152,Italy
8030,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,51880,6.2,2.4,GRP,140,Switzerland
8031,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,47990,5.52,2.4,PVC,111,Spain
8032,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,47950,6.29,2.36,GRP,151,Germany
8037,Motor Yacht,Princess power boats,"Used boat,Diesel",1987,47800,11.6,3.96,GRP,385,Croatia
8038,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,51590,6.25,2.3,GRP,192,Switzerland
8039,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,51570,5.76,2.3,GRP,233,Switzerland
8040,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,47520,6.12,2.4,GRP,127,Germany
8041,Bowrider,Regal power boats,"Used boat,Unleaded",2002,47500,8.2,2.5,,139,France
8043,Pilothouse,BÃ©nÃ©teau power boats,Used boat,2006,47500,7.43,2.95,GRP,101,Croatia
8045,"Cabin Boat,Pilothouse",BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,47500,7.4,2.85,GRP,269,France
8046,Trawler,,Used boat,1978,47500,12.0,3.65,Steel,101,Netherlands
8047,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,47500,5.8,2.05,Wood,566,Germany
8048,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,47500,9.1,3.05,GRP,153,Germany
8049,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,47500,9.14,2.78,GRP,254,Croatia
8050,Bowrider,Regal power boats,"Used boat,Unleaded",2009,47500,8.5,2.3,GRP,320,Netherlands
8052,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,47383,6.05,2.22,GRP,146,Germany
8060,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,46900,6.4,5.45,GRP,119,Germany
8063,Classic,,"Used boat,Diesel",1926,46900,8.0,2.2,Wood,154,Netherlands
8064,Sport Boat,Bayliner power boats,Used boat,2003,46900,9.0,3.0,GRP,218,Netherlands
8065,Cabin Boat,Cap Ferret power boats,new boat from stock,2019,50638,6.48,2.48,,210,Switzerland
8067,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,46800,9.1,2.83,GRP,535,Switzerland
8068,Motor Yacht,Nidelv power boats,Used boat,1997,46800,9.1,3.05,GRP,261,Netherlands
8070,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,46800,8.1,2.7,GRP,281,Switzerland
8071,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,50390,5.99,2.21,GRP,215,Switzerland
8072,Bowrider,Sea Ray power boats,new boat from stock,2020,50390,5.99,2.21,GRP,247,Switzerland
8073,Pilothouse,,Used boat,2012,50000,6.15,2.2,GRP,238,Switzerland
8075,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,46500,7.8,2.64,GRP,109,France
8076,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,46500,7.48,2.95,GRP,111,Italy
8079,Motor Yacht,BMA power boats,new boat from stock,2019,50253,6.99,2.5,,109,Switzerland
8080,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,49800,7.9,2.86,GRP,180,Switzerland
8082,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,50140,6.2,2.4,GRP,222,Switzerland
8084,Pilothouse,AluForce power boats,new boat from stock,2020,46260,7.1,2.45,Aluminium,162,Germany
8086,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,50000,5.1,2.04,Wood,149,Switzerland
8088,Bowrider,Flying Shark power boats,"new boat from stock,Unleaded",2020,49995,5.7,2.05,GRP,267,Switzerland
8089,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,49990,6.48,2.5,GRP,158,Switzerland
8090,Motor Yacht,,"Used boat,Diesel",1989,46000,9.65,3.15,Steel,211,Belgium
8091,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2014,46000,6.4,2.52,Carbon Fiber,314,Poland
8094,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,45990,6.6,2.53,GRP,223,Germany
8102,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,45900,6.96,2.66,PVC,113,France
8103,Trawler,Tjeukemer power boats,"Used boat,Diesel",1976,49500,10.9,3.45,Steel,179,Switzerland
8104,"Classic,Sport Boat",Walser power boats,"Used boat,Unleaded",1967,49500,5.6,2.05,GRP,174,Switzerland
8105,Fishing Boat,Amberg power boats,new boat from stock,2019,49500,6.4,2.3,Aluminium,112,Switzerland
8107,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,49390,6.55,2.54,GRP,173,Switzerland
8108,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,45553,5.95,2.3,GRP,859,Switzerland
8109,Motor Yacht,Smelne power boats,"Used boat,Diesel",1988,45500,10.0,3.45,Steel,191,Germany
8114,Pilothouse,Chaparral power boats,"Used boat,Unleaded",1993,49000,9.73,2.97,GRP,365,Switzerland
8115,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,49000,7.23,2.78,GRP,419,Switzerland
8116,Sport Boat,Scarani power boats,"Used boat,Unleaded",2008,49000,7.46,2.55,GRP,246,Switzerland
8117,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1992,49000,9.6,3.05,GRP,370,Switzerland
8118,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009,49000,6.6,2.54,GRP,883,Switzerland
8119,Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,49000,5.8,2.03,GRP,254,Switzerland
8121,Sport Boat,Formula power boats,"Used boat,Unleaded",1995,45000,9.87,2.51,GRP,109,Italy
8122,Sport Boat,Gobbi power boats,"Used boat,Diesel",1983,45000,9.44,3.52,GRP,110,Italy
8123,Sport Boat,Crownline power boats,"Used boat,Unleaded",2007,45000,8.1,2.6,GRP,210,Croatia
8125,Cabin Boat,Nidelv power boats,"Used boat,Diesel",2006,45000,7.91,2.75,PVC,144,Croatia
8126,Trawler,Nicols power boats,"Used boat,Diesel",1996,45000,8.85,3.4,PVC,104,France
8127,House Boat,,Used boat,2017,45000,9.9,2.6,GRP,182,Netherlands
8128,Motor Yacht,Riva power boats,"Used boat,Unleaded",1978,45000,9.58,2.72,GRP,163,Spain
8130,Motor Yacht,Symbol Yachts power boats,"Used boat,Diesel",1983,45000,11.66,4.17,GRP,134,Croatia
8133,Trawler,Gruno power boats,"Used boat,Diesel",1985,45000,10.0,3.0,Steel,130,Croatia
8134,Motor Yacht,Chris Craft power boats,"Used boat,Diesel",1991,45000,9.3,3.3,GRP,151,Croatia
8138,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1999,45000,8.0,2.85,GRP,124,Croatia
8139,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,45000,8.74,2.59,GRP,169,Germany
8147,Trawler,Grand Banks power boats,"Used boat,Diesel",1971,45000,9.48,3.36,,152,Italy
8150,"Classic,Trawler",,"Used boat,Diesel",1988,45000,12.5,4.2,Wood,236,Croatia
8151,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",1989,45000,10.49,3.6,PVC,107,France
8153,"Classic,Runabout,Sport Boat",Boesch power boats,"Used boat,Unleaded",1961,45000,5.6,2.0,Wood,237,Germany
8154,Sport Boat,Boesch power boats,Used boat,1980,45000,5.9,2.6,Wood,154,Austria
8155,"Cabin Boat,Motor Yacht,Sport Boat",Four Winns power boats,"Used boat,Unleaded",2003,45000,8.7,2.6,Plastic,381,Netherlands
8156,Cabin Boat,Yachtwerft Berlin power boats,"Used boat,Diesel",1912,45000,15.0,3.5,Steel,444,Germany
8157,Motor Yacht,Bavaria power boats,Used boat,2007,45000,9.2,2.98,,236,Italy
8158,Motor Yacht,,Used boat,2005,45000,9.0,3.0,,227,Germany
8159,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2013,45000,7.0,2.0,GRP,168,Croatia
8160,"Center console boat,Fishing Boat,Sport Boat",Boston Whaler power boats,"Used boat,Unleaded",1987,45000,7.52,2.44,GRP,208,Italy
8161,"Fishing Boat,Flybridge,Trawler",BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,45000,9.25,3.1,GRP,389,Italy
8162,Motor Yacht,Maxum power boats,"Used boat,Unleaded",2008,45000,7.49,2.55,Plastic,341,Belgium
8163,Motor Yacht,Gobbi power boats,"Used boat,Diesel",2001,45000,9.85,3.3,GRP,294,Spain
8164,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,44999,7.88,2.55,GRP,316,Germany
8165,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,44999,6.4,2.46,GRP,164,Germany
8166,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,44999,5.99,2.21,GRP,105,Germany
8168,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1988,44990,12.8,4.25,GRP,153,Germany
8169,Sport Boat,Rinker power boats,Unleaded,2006,44990,7.56,2.59,GRP,105,Germany
8171,Cabin Boat,,Diesel,1994,44990,8.03,2.74,GRP,159,Germany
8172,Trawler,,Diesel,1978,44990,11.6,3.2,Steel,151,Germany
8173,Cabin Boat,Rodman power boats,"Used boat,Diesel",2005,44980,8.9,3.05,GRP,239,Germany
8176,Sport Boat,Marinello power boats,new boat from stock,2015,44900,6.8,2.49,GRP,130,Germany
8177,Flybridge,Storebro power boats,"Used boat,Diesel",1980,44900,9.0,3.0,GRP,144,Croatia
8178,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2003,44900,8.48,2.77,GRP,187,Slovenia
8180,Fishing Boat,Riva Bertram power boats,"Used boat,Unleaded",1978,44900,7.54,2.9,GRP,178,Spain
8181,Pilothouse,Polar Boats power boats,"Used boat,Unleaded",1994,44900,9.05,3.0,GRP,102,Germany
8184,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1993,48000,10.62,3.35,GRP,312,Switzerland
8185,Sport Boat,Crownline power boats,"Used boat,Unleaded",1999,48000,8.15,2.59,GRP,486,Switzerland
8187,Fishing Boat,Invictus power boats,"new boat from stock,Unleaded",2018,44500,6.1,2.4,,117,Germany
8189,Trawler,Proficiat power boats,Used boat,1992,44500,9.7,3.1,Steel,102,Netherlands
8193,Motor Yacht,,Used boat,1965,44500,12.0,3.7,Steel,165,Netherlands
8194,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,44499,6.02,2.34,GRP,110,Germany
8195,Bowrider,Buster power boats,"new boat from stock,Unleaded",2020,44490,6.05,2.2,Aluminium,180,Germany
8196,Pilothouse,Finnmaster power boats,new boat from stock,2018,48060,6.9,2.59,GRP,181,Switzerland
8200,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,47900,5.1,2.4,Wood,265,Switzerland
8201,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2020,47900,6.74,2.46,GRP,274,Switzerland
8204,Fishing Boat,Selva power boats,"new boat from stock,Unleaded",2020,47500,6.5,2.38,GRP,176,Switzerland
8206,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,44200,6.2,2.5,GRP,117,Italy
8215,Cabin Boat,Maxum power boats,"Used boat,Unleaded",2002,43900,7.6,2.44,GRP,206,Germany
8216,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2016,43900,7.5,2.5,PVC,122,France
8218,Pontoon Boat,Sunchaser power boats,"new boat from stock,Unleaded",2019,43845,7.0,2.0,Aluminium,152,Portugal
8219,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2008,39950,7.32,2.59,PVC,139,United
8226,Cabin Boat,BÃ©nÃ©teau power boats,"Display Model,Diesel",2011,46800,6.5,2.59,GRP,197,Switzerland
8232,Cabin Boat,Aquastar power boats,"Used boat,Diesel",1997,39500,8.23,2.75,PVC,120,France
8233,Runabout,Futuro power boats,"Display Model,Unleaded",2020,43302,5.5,2.0,Aluminium,140,Germany
8234,Sport Boat,Idea Marine power boats,"new boat from stock,Unleaded",2020,46740,5.65,2.35,GRP,169,Switzerland
8235,Bowrider,Capelli power boats,"new boat from stock,Unleaded",2020,43200,6.05,2.3,GRP,123,Germany
8236,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,46700,5.75,2.54,GRP,150,Switzerland
8237,Sport Boat,Yamarin power boats,new boat from stock,2020,46638,6.3,2.35,GRP,250,Switzerland
8239,Sport Boat,Alfastreet Marine power boats,"new boat from stock,Unleaded",2018,46611,5.4,2.2,GRP,226,Switzerland
8240,Motor Yacht,Master power boats,new boat on order,2020,43080,7.34,2.72,GRP,128,France
